"Sample","Dilution","Count","CFU_Count","Cq","Quantity","CFU_TaqMan","Date_Collected","Collected_By"
"ZH_6","N4.2",NA,NA,"25.49561539123001",19.3199654794105,6736389.63717243,"20241015","ZH"
"ZH_6","N4.2",NA,NA,"25.279879008882986",21.9377342490994,7649140.25421875,"20241015","ZH"
"ZH_6","N4.2",NA,NA,"25.290083803015868",21.8062698479464,7603301.89956291,"20241015","ZH"
"ZH_6","N5",2,4e+06,"25.49561539123001",19.3199654794105,6736389.63717243,"20241015","ZH"
"ZH_6","N5",2,4e+06,"25.279879008882986",21.9377342490994,7649140.25421875,"20241015","ZH"
"ZH_6","N5",2,4e+06,"25.290083803015868",21.8062698479464,7603301.89956291,"20241015","ZH"
"ZH_6","N5.1",5,1e+07,"25.49561539123001",19.3199654794105,6736389.63717243,"20241015","ZH"
"ZH_6","N5.1",5,1e+07,"25.279879008882986",21.9377342490994,7649140.25421875,"20241015","ZH"
"ZH_6","N5.1",5,1e+07,"25.290083803015868",21.8062698479464,7603301.89956291,"20241015","ZH"
"ZH_6","N5.2",12,2.4e+07,"25.49561539123001",19.3199654794105,6736389.63717243,"20241015","ZH"
"ZH_6","N5.2",12,2.4e+07,"25.279879008882986",21.9377342490994,7649140.25421875,"20241015","ZH"
"ZH_6","N5.2",12,2.4e+07,"25.290083803015868",21.8062698479464,7603301.89956291,"20241015","ZH"
"ZH_7","N3",51,1020000,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N3",51,1020000,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
"ZH_7","N3",51,1020000,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_7","N3.1",37,740000,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N3.1",37,740000,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
"ZH_7","N3.1",37,740000,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_7","N3.2",40,8e+05,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N3.2",40,8e+05,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
"ZH_7","N3.2",40,8e+05,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_7","N4",NA,NA,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N4",NA,NA,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
"ZH_7","N4",NA,NA,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_7","N4.1",NA,NA,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N4.1",NA,NA,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
