Well,Omit,Sample,Target,Dye,Task,Cq,Quantity
E8,FALSE,IgG1_8,atpe,VIC,Unknown,31.007364457672516,0.9694417048464223
E9,FALSE,DNASD_13,atpe,VIC,Standard,33.11590442372639,0.176094594
E10,FALSE,DNASD_13,atpe,VIC,Standard,35.48242104306155,0.176094594
E11,FALSE,DNASD_13,atpe,VIC,Standard,34.99106353773797,0.176094594
F1,FALSE,IgG1_1,atpe,VIC,Unknown,30.01022370675082,1.7708289901305583
F2,FALSE,IgG1_2,atpe,VIC,Unknown,33.01538760481824,0.2881416050913343
F3,FALSE,IgG1_3,atpe,VIC,Unknown,30.021307570736013,1.7590093970104421
F4,FALSE,IgG1_4,atpe,VIC,Unknown,31.042379078659465,0.9491474385690228
F5,FALSE,IgG1_5,atpe,VIC,Unknown,29.881252688313452,1.914340951494703
F6,FALSE,IgG1_6,atpe,VIC,Unknown,29.707631606213305,2.1260739471642607
F7,FALSE,IgG1_7,atpe,VIC,Unknown,30.166520701265036,1.611252032175821
F8,FALSE,IgG1_8,atpe,VIC,Unknown,30.728804104341727,1.1471425416686412
F9,TRUE,DNASD_15,atpe,VIC,Standard,Undetermined,0.029006673
F10,FALSE,DNASD_15,atpe,VIC,Standard,34.99598553180519,0.029006673
F11,FALSE,DNASD_15,atpe,VIC,Standard,35.37894945689902,0.029006673
